https://github.com/intel/torch-xpu-ops/issues/1500 |  | @ZhiweiYan-96, please help to follow up the issue as it is only updated on 2025-03-24 | @chuanqiw, please help to set module:transformers , ,
https://github.com/intel/torch-xpu-ops/issues/1498 |  | @gaopengff, please help to follow up the issue as it is only updated on 2025-03-24 | 
https://github.com/intel/torch-xpu-ops/issues/1496 |  | @, please help to follow up the issue as it is only updated on 2025-03-21 | @chuanqiw, please help to set owner , ,
https://github.com/intel/torch-xpu-ops/issues/1475 |  | @daisyden, please help to follow up the issue as it is only updated on 2025-04-15 | 
https://github.com/intel/torch-xpu-ops/issues/1468 | @daisyden, please help to improve error_message | @Stonepia, please help to follow up the issue as it is only updated on 2025-04-16 | 
https://github.com/intel/torch-xpu-ops/issues/1465 | @daisyden, please help to improve impact | @xytintel, please help to follow up the issue as it is only updated on 2025-03-14 | 
https://github.com/intel/torch-xpu-ops/issues/1453 | @libohao1201, please help to improve impact | @Stonepia, please help to follow up the issue as it is only updated on 2025-04-16 | 
https://github.com/intel/torch-xpu-ops/issues/1432 |  | @LuFinch, please help to follow up the issue as it is only updated on 2025-03-06 | @chuanqiw, please help to set module:transformers , ,
https://github.com/intel/torch-xpu-ops/issues/1401 | @huaiyuzh, please help to improve reproduce_software_version | @daisyden, please help to follow up the issue as it is only updated on 2025-02-24 | 
https://github.com/intel/torch-xpu-ops/issues/1400 |  | @PenghuiCheng, please help to follow up the issue as it is only updated on 2025-02-28 | 
https://github.com/intel/torch-xpu-ops/issues/1381 | @huaiyuzh, please help to improve error_message, reproduce_steps, reproduce_platform, reproduce_software_version |  | 
https://github.com/intel/torch-xpu-ops/issues/1352 |  | @Stonepia, please help to follow up the issue as it is only updated on 2025-04-16 | 
https://github.com/intel/torch-xpu-ops/issues/1329 |  | @ZhiweiYan-96, please help to follow up the issue as it is only updated on 2025-02-27 | 
https://github.com/intel/torch-xpu-ops/issues/1324 |  | @guangyey, please help to follow up the issue as it is only updated on 2025-03-19 | 
https://github.com/intel/torch-xpu-ops/issues/1305 |  | @Stonepia, please help to follow up the issue as it is only updated on 2025-04-02 | 
https://github.com/intel/torch-xpu-ops/issues/1276 |  | @LuFinch, please help to follow up the issue as it is only updated on 2025-02-27 | 
https://github.com/intel/torch-xpu-ops/issues/1261 |  | @tye1, please help to follow up the issue as it is only updated on 2025-04-22 | 
https://github.com/intel/torch-xpu-ops/issues/1214 |  | @daisyden, please help to follow up the issue as it is only updated on 2025-03-20 | 
https://github.com/intel/torch-xpu-ops/issues/1195 |  | @Stonepia, please help to follow up the issue as it is only updated on 2024-12-23 | 
https://github.com/intel/torch-xpu-ops/issues/1171 |  | @gaopengff, please help to follow up the issue as it is only updated on 2025-04-23 | 
https://github.com/intel/torch-xpu-ops/issues/1165 | @dvrogozh, please help to improve error_message, reproduce_steps, reproduce_platform, reproduce_software_version, impact | @RUIJIEZHONG66166, please help to follow up the issue as it is only updated on 2024-12-19 | 
https://github.com/intel/torch-xpu-ops/issues/1159 |  | @Stonepia, please help to follow up the issue as it is only updated on 2025-02-24 | @chuanqiw, please help to set module:transformers , ,
https://github.com/intel/torch-xpu-ops/issues/1129 | @jianyizh, please help to improve error_message, reproduce_steps, reproduce_platform, reproduce_software_version | @jianyizh, please help to follow up the issue as it is only updated on 2025-02-08 | 
https://github.com/intel/torch-xpu-ops/issues/1124 | @daisyden, please help to improve error_message, reproduce_steps, reproduce_platform, reproduce_software_version | @daisyden, please help to follow up the issue as it is only updated on 2025-04-22 | @chuanqiw, please help to set module:UT , ,
https://github.com/intel/torch-xpu-ops/issues/1121 | @fengyuan14, please help to improve error_message, reproduce_steps, reproduce_platform, reproduce_software_version, impact |  | 
https://github.com/intel/torch-xpu-ops/issues/1059 | @fengyuan14, please help to improve error_message, reproduce_steps, reproduce_platform, reproduce_software_version, impact |  | 
https://github.com/intel/torch-xpu-ops/issues/1016 | @fengyuan14, please help to improve error_message, reproduce_steps, reproduce_platform, reproduce_software_version | @majing921201, please help to follow up the issue as it is only updated on 2024-10-23 | 
https://github.com/intel/torch-xpu-ops/issues/1009 | @riverliuintel, please help to improve error_message, reproduce_steps, reproduce_platform, reproduce_software_version |  | 
https://github.com/intel/torch-xpu-ops/issues/1005 | @riverliuintel, please help to improve error_message, reproduce_steps, reproduce_platform, reproduce_software_version, impact |  | 
https://github.com/intel/torch-xpu-ops/issues/970 | @fengyuan14, please help to improve reproduce_steps, reproduce_platform, reproduce_software_version | @majing921201, please help to follow up the issue as it is only updated on 2024-10-29 | 
https://github.com/intel/torch-xpu-ops/issues/969 | @fengyuan14, please help to improve reproduce_steps, reproduce_platform, reproduce_software_version | @majing921201, please help to follow up the issue as it is only updated on 2024-10-23 | 
https://github.com/intel/torch-xpu-ops/issues/964 | @xytintel, please help to improve error_message, reproduce_steps, reproduce_platform, reproduce_software_version, impact | @daisyden, please help to follow up the issue as it is only updated on 2024-10-15 | 
https://github.com/intel/torch-xpu-ops/issues/954 | @gglin001, please help to improve reproduce_steps, reproduce_platform, reproduce_software_version | @fengyuan14, please help to follow up the issue as it is only updated on 2024-10-15 | 
https://github.com/intel/torch-xpu-ops/issues/939 | @fengyuan14, please help to improve reproduce_steps, reproduce_platform, reproduce_software_version, impact | @majing921201, please help to follow up the issue as it is only updated on 2024-10-17 | 
https://github.com/intel/torch-xpu-ops/issues/781 |  | @daisyden, please help to follow up the issue as it is only updated on 2025-02-27 | @chuanqiw, please help to set module:UT , ,
https://github.com/intel/torch-xpu-ops/issues/772 | @PenghuiCheng, please help to improve reproduce_platform, reproduce_software_version | @ZhiweiYan-96, please help to follow up the issue as it is only updated on 2024-10-15 | 
https://github.com/intel/torch-xpu-ops/issues/761 | @PenghuiCheng, please help to improve reproduce_platform | @PenghuiCheng, please help to follow up the issue as it is only updated on 2024-10-15 | @chuanqiw, please help to set module:transformers , ,
https://github.com/intel/torch-xpu-ops/issues/754 | @daisyden, please help to improve error_message, reproduce_steps, reproduce_platform, reproduce_software_version, impact | @daisyden, please help to follow up the issue as it is only updated on 2025-04-22 | 
https://github.com/intel/torch-xpu-ops/issues/725 |  | @retonym, please help to follow up the issue as it is only updated on 2024-11-19 | 
https://github.com/intel/torch-xpu-ops/issues/711 |  | @ZhiweiYan-96, please help to follow up the issue as it is only updated on 2024-11-18 | 
https://github.com/intel/torch-xpu-ops/issues/685 | @fengyuan14, please help to improve error_message, reproduce_steps, reproduce_platform, reproduce_software_version, impact | @xytintel, please help to follow up the issue as it is only updated on 2025-03-12 | 
https://github.com/intel/torch-xpu-ops/issues/632 |  | @retonym, please help to follow up the issue as it is only updated on 2025-01-17 | 
https://github.com/intel/torch-xpu-ops/issues/544 | @fengyuan14, please help to improve reproduce_steps, reproduce_platform, reproduce_software_version | @fengyuan14, please help to follow up the issue as it is only updated on 2025-02-27 | 
https://github.com/intel/torch-xpu-ops/issues/506 |  | @jianyizh, please help to follow up the issue as it is only updated on 2025-04-23 | 
https://github.com/intel/torch-xpu-ops/issues/492 |  | @weishi-deng, please help to follow up the issue as it is only updated on 2025-03-12 | 
https://github.com/intel/torch-xpu-ops/issues/461 | @fengyuan14, please help to improve error_message, reproduce_steps, reproduce_platform, reproduce_software_version, impact | @fengyuan14, please help to follow up the issue as it is only updated on 2024-07-16 | 
https://github.com/intel/torch-xpu-ops/issues/322 | @yuchengliu1, please help to improve reproduce_steps, reproduce_software_version | @liangan1, please help to follow up the issue as it is only updated on 2024-10-15 | 
https://github.com/intel/torch-xpu-ops/issues/275 |  | @ZhiweiYan-96, please help to follow up the issue as it is only updated on 2024-07-15 | 
https://github.com/intel/torch-xpu-ops/issues/264 |  | @ZhiweiYan-96, please help to follow up the issue as it is only updated on 2025-01-14 | 
https://github.com/intel/torch-xpu-ops/issues/253 | @daisyden, please help to improve reproduce_platform, reproduce_software_version |  | 
https://github.com/intel/torch-xpu-ops/issues/208 | @fengyuan14, please help to improve error_message, reproduce_steps, reproduce_platform, reproduce_software_version | @fengyuan14, please help to follow up the issue as it is only updated on 2024-10-15 | 
https://github.com/intel/torch-xpu-ops/issues/184 |  | @huaiyuzh, please help to follow up the issue as it is only updated on 2024-07-22 | @chuanqiw, please help to set module:OP impl , ,
https://github.com/intel/torch-xpu-ops/issues/146 | @fengyuan14, please help to improve error_message, reproduce_steps, reproduce_platform, reproduce_software_version, impact | @fengyuan14, please help to follow up the issue as it is only updated on 2024-10-15 | 
https://github.com/intel/torch-xpu-ops/issues/126 | @fengyuan14, please help to improve error_message, reproduce_steps, reproduce_platform, reproduce_software_version, impact | @fengyuan14, please help to follow up the issue as it is only updated on 2024-10-15 | 
mail to RUIJIEZHONG66166, chuanqiw, mengfei25, xytintel, zhangxiaoli73, daisyden, ZhaoqiongZ, , zxd1997066, fengyuan14, LuFinch, ratnampa, jianyizh, githubsgi, ZhiweiYan-96, PenghuiCheng, chunhuanMeng, Chao1Han, airMeng, Stonepia, syedshahbaaz, libohao1201, gaopengff, huaiyuzh, guangyey, tye1, dvrogozh, majing921201, riverliuintel, gglin001, retonym, weishi-deng, yuchengliu1, liangan1
